,LDA_Component_1,LDA_Component_2,LDA_Component_3,LDA_Component_4
cat__ID_ARTISTA_11923,0.0629685004685382,0.025345145014449625,0.1007960118903704,-0.009787789062783403
cat__ID_ARTISTA_11936,-0.8073427508772749,-4.076889609041929,-1.0252288684307793,0.3322947108230454
cat__ID_ARTISTA_11939,0.09559608663896538,0.06871159937105069,0.0008697520063154856,-0.024121808585217064
cat__ID_ARTISTA_11942,0.05278353489409611,-0.06565370059638503,-0.022705755586513707,0.00032222248271154813
cat__ID_ARTISTA_11946,0.00951063179816081,0.10555187255980983,-0.23642361452626656,-0.1823204797691531
cat__ID_ARTISTA_11949,0.1166093263349999,-0.09495134880277542,0.01870367607608795,-0.022463947644178545
cat__ID_ARTISTA_11950,0.048615933392115146,0.048062069575552216,0.05983817208302209,-0.1902543576928742
cat__ID_ARTISTA_11956,0.06498404161284714,-0.01369290390831547,0.05027191322189576,-0.13081817222922532
cat__ID_ARTISTA_11964,0.03239345614672477,0.07410865661767847,-0.011331938328447172,0.24637697133542216
cat__ID_ARTISTA_11965,-0.03722106144579379,-0.005215117126653946,-0.07680722108282838,-0.0061611169626128726
cat__ID_ARTISTA_11967,0.006883482689210073,0.07038778969104495,0.020923144304815372,-0.1281234359936807
cat__ID_ARTISTA_11968,0.09461909769118693,0.13362919628185516,0.019028675346846442,0.0865482691144885
cat__ID_ARTISTA_11970,0.30373943154798244,-0.15366658160857857,-0.0031536371354456954,0.05706181692727843
cat__ID_ARTISTA_11971,0.020303161639255246,-0.09662570412651701,0.07682610721792639,-0.024641583883833654
cat__ID_ARTISTA_11972,0.08363002063113509,0.03301730712067474,-0.034228401173594776,-0.058117128616594196
cat__ID_ARTISTA_11976,0.0750740947827102,-0.054164234512504676,0.021571675373505357,0.078472181956878
cat__ID_ARTISTA_11988,-0.07122234070172723,-0.02473763937488381,0.06445867559060699,-0.013335562009097206
cat__ID_ARTISTA_11999,-0.030950783283648222,0.04979897607798911,0.0433259756261368,-0.003317763814002796
cat__ID_ARTISTA_12001,0.04916583616386075,-0.02272054010683957,-0.005694235466759368,-0.0905904937308666
cat__ID_ARTISTA_12003,0.13120864315081313,0.06451848438239627,0.08620593614415425,-0.05087738561618891
cat__ID_ARTISTA_12011,0.01307897424612691,-0.07940310162787688,0.08035716926806018,0.043263580301044914
cat__ID_ARTISTA_12016,0.031995662249774695,0.08538359004006864,0.005167676108530883,-0.10031969783833149
cat__ID_ARTISTA_12017,0.018244038030886138,-0.049542874258167925,0.055727046656990874,-0.1151764351046029
cat__ID_ARTISTA_12025,-0.019596695463659136,-0.03766596130041746,0.037897327850173905,0.08436489734155966
cat__ID_ARTISTA_12027,-0.24768590378387306,-0.004969851182694884,0.1097756869472062,-0.02516581540428742
cat__ID_ARTISTA_12028,0.7465896361237926,-0.07446469004995139,-0.22722312825221855,0.0008477327212530355
cat__ID_ARTISTA_12029,7.852061758209863e-05,0.11087300791622551,-0.0030383919705810536,-0.03433585027127126
cat__ID_ARTISTA_12031,-0.11095418248719292,-0.1009254484714072,0.09621535904309794,-0.17023700754265755
cat__ID_ARTISTA_12032,0.04536990080087085,0.004178524313075017,0.008030837462233209,0.010708273626236137
cat__ID_ARTISTA_12040,0.11457987244582071,0.05617964922647432,0.03544228898645775,0.09319771778887759
cat__ID_ARTISTA_12043,0.029530452682552978,0.14273370576561187,0.007954831946446007,-0.001931797185489554
cat__ID_ARTISTA_12049,0.030807179600832967,0.1308924436462568,-0.012160914873190485,0.009325964805508387
cat__ID_ARTISTA_12050,0.009891338057502865,-0.1314739340304027,0.027553762086252816,0.01295457484569159
cat__ID_ARTISTA_12054,0.06062250947969888,-0.013981627560245508,-0.025234477942017927,-0.019321364955969245
cat__ID_ARTISTA_12055,0.0335545713477893,-0.09590129899541674,-0.006002298136120347,0.005975877886795518
cat__ID_ARTISTA_12056,0.21036646965278838,0.401360040153398,0.11186262113264701,0.11361426000249686
cat__ID_ARTISTA_12059,0.08449492283918222,0.2247413371506671,0.1836955578269291,-0.1862982373595873
cat__ID_ARTISTA_12060,-0.1019119682877293,-0.06755893668280397,-0.010703888537601718,-0.05247312794661893
cat__ID_ARTISTA_12061,0.04902338551156696,-0.09467205158495019,0.05149269828364154,0.04808265971740045
cat__ID_ARTISTA_12063,0.07086161418773598,0.03821056116192769,-0.04322610596341236,-0.13467395807102933
cat__ID_ARTISTA_12065,-0.07866016280049631,-0.08266713275630619,-0.0370264654358942,-0.21659540259839494
cat__ID_ARTISTA_12066,0.005282623960730037,-0.05743837170326162,-0.011128906684014606,0.05625826635966967
cat__ID_ARTISTA_12070,0.058814644174979516,0.05338981842159195,0.005572672194366749,-0.08016495800478235
cat__ID_ARTISTA_12071,-0.0032290135129330174,-0.04755581283932508,0.04546275764137456,-0.024310430745089113
cat__ID_ARTISTA_12072,-0.047322202121350625,0.05970255498087315,0.04474183019642188,-0.03623020880147498
cat__ID_ARTISTA_12079,0.029512586334257622,-0.0029666298219991503,-0.26114186531762357,-0.08629967513429293
cat__ID_ARTISTA_12082,0.12419656037311919,-0.048315402552509976,0.014527821065281976,-0.06701923963523891
cat__ID_ARTISTA_12086,0.022391951539040982,-0.056221177818823395,-0.0005816849809611309,-0.11287980952697228
cat__ID_ARTISTA_12087,-0.00032192801224988294,0.04140464621029046,0.007848172829553801,-0.11194091255162483
cat__ID_ARTISTA_12088,-0.039288193576836904,-0.005075778174958835,0.030667840724576928,-0.0041236535112771444
cat__ID_ARTISTA_12089,0.0019434487651805521,0.11018438311039327,0.04036086680550419,-0.16034806447627586
cat__ID_ARTISTA_12092,0.0770849047148114,0.16553313516466317,-0.018102417476906506,0.14665855994228144
cat__ID_ARTISTA_12093,0.016705946283521615,-0.030581917939961248,-0.02314087200120517,-0.06556040153262005
cat__ID_ARTISTA_12094,-0.058153736708587006,0.10942955214304115,-0.10128376008508813,0.03544762297322306
cat__ID_ARTISTA_12095,-0.012031249266286854,0.03276400468472703,-0.08918122750434303,-0.06867698734205364
cat__ID_ARTISTA_12096,0.03692011465676039,0.10615011751303993,0.11944635806130265,-0.038407956640700645
cat__ID_ARTISTA_12098,-0.028274383461544726,0.07249883171431969,-0.0769976253697475,0.028912179253490527
cat__ID_ARTISTA_12099,0.038724327234421006,0.04534054802254785,0.025865013892091646,-0.028485022743902407
cat__ID_ARTISTA_12103,-0.36144080272706436,0.03964541316797007,0.12065596286892691,-0.1015398528651074
cat__ID_ARTISTA_12107,0.01057329390158346,-0.10600326809545066,0.11815415635586723,0.01564085270472045
cat__ID_ARTISTA_12109,-0.010109546575533262,-0.058537051826364254,0.0764268849274813,-0.025495752747149977
cat__ID_ARTISTA_12112,-0.291102609434581,-0.006609628382944403,0.003584868353437745,-0.01714308642380049
cat__ID_ARTISTA_12113,0.1393821481151071,-0.10770316378747821,0.001974770132758575,0.27251462968224716
cat__ID_ARTISTA_12114,-0.014550727698797696,-0.0383959468387138,0.022664221164623004,0.15744267445856408
cat__ID_ARTISTA_12117,0.0011719102651528935,0.06956180860077074,-0.0374435810341881,0.13798576501158755
cat__ID_ARTISTA_12118,-0.025982119658684924,-0.0016699978675859943,0.0496982927164962,0.24382542304231627
cat__ID_ARTISTA_12119,0.03671454986241562,-0.03684911751041999,-0.013064874280426696,-0.041404941147351895
cat__ID_ARTISTA_12121,0.08845962033922472,0.007696456652547106,0.09089956181047489,0.11418448370702927
cat__ID_ARTISTA_12130,0.14579119637746818,-0.011778704313877335,0.08093884642571048,-0.1404822182532091
cat__ID_ARTISTA_12131,1.0562811603018487,4.610681927311636,1.1388291268167037,0.25711616524126796
cat__ID_ARTISTA_12134,-0.49944452716156934,0.09924415020834149,0.13514358482031646,0.01601370940162231
cat__ID_ARTISTA_12136,0.07954433737310974,-0.13503139807143394,0.0260778119132543,-0.024468298448962676
cat__ID_ARTISTA_12167,-0.10815415967257344,0.04760504838756753,-0.018668981989282872,-0.14108154049566396
cat__ID_ARTISTA_12170,0.0706565210755084,-0.059567077706961784,0.05708482364614649,-0.10038453378225634
cat__ID_ARTISTA_12171,-0.034832355918587056,-0.019800182586973743,0.05030048215804561,0.02212582728934296
cat__ID_ARTISTA_12175,0.009939349741792848,-0.005017384809115691,0.011971155960461834,-0.03763459332785428
cat__ID_ARTISTA_12176,0.0039398115610199645,0.044416963436191406,-0.04024780784252814,-0.1324432744497938
cat__ID_ARTISTA_12184,-0.01600347696420697,-0.029920586719731374,-0.037388331852806496,0.528268490758656
cat__ID_ARTISTA_12187,0.08302637985923275,0.012530217758024006,-0.19922228237713502,0.009965278279008264
cat__ID_ARTISTA_12189,-0.11938402884877776,-0.01627838086925012,-0.16480167535718465,-0.0043164272010985105
cat__ID_ARTISTA_12190,0.0556365420392001,0.014180375779626327,-0.006900363814137249,-0.09091303005162484
cat__ID_ARTISTA_12191,-0.023627407509148282,-0.050104746624325035,0.003125085648194122,-0.08131461118764406
cat__ID_ARTISTA_12195,0.12539424050283213,-0.004342894284970549,0.03325729388336827,-0.07799105670730422
cat__ID_ARTISTA_12196,-0.010049324905822167,-0.0007407658739400183,-0.012164833343358952,-0.020041577643053605
cat__ID_ARTISTA_12206,0.034610148268518055,-0.00816249963179962,0.10460830081770374,0.05531893052314479
cat__ID_ARTISTA_12208,-0.17500330993910176,0.46515339148382584,-2.0400298495269427,-0.17851859529327702
cat__ID_ARTISTA_12209,0.06900932196819828,-0.14971893181738447,0.2517848011672455,0.08376293648023928
cat__ID_ARTISTA_12210,0.002527634118326319,0.0010805681524709103,-0.01747711830768805,0.004992956418182234
cat__ID_ARTISTA_12211,0.038617460913583826,-0.04954678081771717,-0.00631642463377499,0.2543952119216528
cat__ID_ARTISTA_12214,-0.02429206437542615,-0.03168912655381705,0.010922462588601802,0.011734440684462978
cat__ID_ARTISTA_12215,0.00044254978031906585,-0.01230827514470724,0.05670017089564537,-0.08769417132940809
cat__ID_ARTISTA_12218,-0.004972132949134862,0.05725066820869403,0.04936360378232174,-0.06721972013105243
cat__ID_ARTISTA_12220,-0.094100642027961,0.06320598089701845,-0.037485213381425485,0.52141664664264
cat__ID_ARTISTA_12224,0.024387738111654976,-0.03746987550153172,0.031818699381672685,-0.11524483925295566
cat__ID_ARTISTA_12228,-0.13641168699477907,0.06598187256599616,-0.16339545296863728,0.1014944749237659
cat__ID_ARTISTA_12229,-0.03308351869260458,-0.024355178283073018,0.021132819539727846,0.044491515104892396
cat__ID_ARTISTA_12230,-0.04247231391435572,-0.06854654849088652,0.03311255650209448,0.2103600718076737
cat__ID_ARTISTA_12232,-0.17974332469469959,-0.07729188517665339,0.10882092119884594,0.005336923460909574
cat__ID_ARTISTA_12233,0.14592370045097022,0.06335639593614725,0.04253486350006758,-0.1464054364220263
cat__ID_ARTISTA_12234,-0.04351900398023688,0.07485608386532484,-0.06339936169213538,-0.024755682928256938
cat__ID_ARTISTA_12239,-1.9380929504433166,0.6308527696614794,0.5004279621583261,0.01127969857479279
cat__ID_ARTISTA_12240,0.03911408757459311,-0.027050511740055475,-0.03693051589580244,0.04949598521662403
cat__ID_ARTISTA_12241,0.052039359805192385,0.024474155818469782,-0.1286597829109536,0.04479031275595204
cat__ID_ARTISTA_12242,0.08180925357456374,-0.11062729867746979,-0.04158874513756249,0.16683713906601758
cat__ID_ARTISTA_12246,0.008673169329278441,0.089258281615337,0.0026686809566351995,-0.09434775825183454
cat__ID_ARTISTA_12247,0.05181695418041886,0.029620927405390494,0.0755680672198452,-0.04453422294913918
cat__ID_ARTISTA_12254,0.08858641273224628,0.04415684202861838,0.08033490900222098,-0.030022808720794828
cat__ID_ARTISTA_12263,0.07417362898742236,-0.0059011359306602815,-0.008422649020827046,-0.0014734814135078697
cat__ID_ARTISTA_12270,-0.7300687097783418,0.13562355151451064,0.19315178236198893,0.03100428199703698
cat__ID_ARTISTA_12273,-0.06715665144488114,0.007745578915070386,0.14456544269564298,-0.012037610695943305
cat__ID_ARTISTA_12275,0.017544697616103305,0.06938991567386438,-0.021763398661966412,-0.10816879541460021
cat__ID_ARTISTA_12279,0.044394019420107886,0.003975301857422356,0.006150997837988266,0.435693878367941
cat__ID_ARTISTA_12282,0.055822102770780424,-0.09721120932790749,0.09685580872258291,-0.05899224762207584
cat__ID_ARTISTA_12287,-0.0035085505852905444,0.045947094799120916,0.01605324777725323,-0.11012471898503223
cat__ID_ARTISTA_12292,-0.05354131219675795,0.03508743932762306,-0.06172057085469816,-0.1368258103990162
cat__ID_ARTISTA_12294,0.022883235470704703,-0.0008616085555773844,0.030496361513354803,-0.020741672642982403
cat__ID_ARTISTA_12297,0.09918697445837518,-0.013196642396171257,-0.0022777321286124395,0.10085464166356976
cat__ID_ARTISTA_12298,-0.007071432007999508,-0.018539058476365586,0.007555982719116743,-0.011449777752322554
cat__ID_ARTISTA_12299,0.04605092716269815,-0.010640854097877284,-0.044707253856014637,-0.05325214738830463
cat__ID_ARTISTA_12304,-0.07063081019338233,0.0006295974605457205,0.07926759865544428,0.011385142698215802
cat__ID_ARTISTA_12318,-0.06462315132781228,-0.09007219158443522,0.05055663045089864,0.06990483562710552
cat__ID_ARTISTA_12322,-0.10349780482586426,0.06279818722073376,0.013979649149810173,-0.10214989044419052
cat__ID_ARTISTA_12324,0.05609625075696206,-0.05611122239236693,0.04453335065909937,-0.04659599432033433
cat__ID_ARTISTA_12325,-0.02544230587602107,-0.08892293517451488,-0.035923423588088685,-0.12786442709317616
cat__ID_ARTISTA_12328,-0.021033902067299125,0.041753035023690904,0.026718605486147285,-0.03662462310798719
cat__ID_ARTISTA_12334,-0.061616587866933185,-0.029054408675744946,-0.033746046439724946,0.03302695842331208
cat__ID_ARTISTA_12335,-0.048274437003310904,0.010511983954869575,0.021412160489402705,0.04558636185958444
cat__ID_ARTISTA_12338,0.028007505647191788,0.007422697537706395,0.013143108560750167,0.09816102807202787
cat__ID_ARTISTA_12339,-0.02917212914772533,-0.10087498748484135,0.023370997382284542,0.03127751431297479
cat__ID_ARTISTA_12342,0.09013915428555491,-0.057547368553166556,0.0339758333818887,-0.13556607975513782
cat__ID_ARTISTA_12346,0.0729118150654004,-0.017691116897177,0.08875181735481932,-0.17890570149607882
cat__ID_ARTISTA_12348,-0.044014738296788994,-0.02981311903558667,-0.022803132728626167,-0.04619625052464677
cat__ID_ARTISTA_12349,-0.11180186327683045,-0.045790196885731105,0.00412996545143444,0.2924640776155307
cat__ID_ARTISTA_12351,-0.023187842717918457,-0.011285925982206306,0.0010825089057156828,0.027243321055246916
cat__ID_ARTISTA_12352,0.053031560184006864,0.040030268848038904,0.0014266743806746979,0.15960913115108566
cat__ID_ARTISTA_12357,0.08573524722033123,-0.1008984350621331,0.010105178507181404,0.10160983844170206
cat__ID_ARTISTA_12359,0.025719956464888515,-0.02547748112283827,-0.004061445486135186,-0.04542829489536574
cat__ID_ARTISTA_12366,-0.23132659967776775,-0.0648709730452894,-0.0005024928391966854,-0.09916967610898095
cat__ID_ARTISTA_12368,0.009322125924550596,-0.17903384943616565,0.06668452928468399,-0.05158584021741042
cat__ID_ARTISTA_12369,-0.008044222734591355,0.08392111332159302,-0.03803161496378839,-0.06315466120190796
cat__ID_ARTISTA_12376,0.027388363626419193,-0.036603678031896736,-0.0030744645629506334,0.08422585500508724
cat__ID_ARTISTA_12389,-0.06163679016863283,-0.05605555978526042,-0.0023982821301887875,-0.16108040556759637
cat__ID_ARTISTA_12390,-0.03094868968922165,0.13187063831369178,0.06609494815842756,0.05689629811019401
cat__ID_ARTISTA_12393,0.03598052661869961,-0.05096969391449604,0.004197809422152765,-0.011509390012777539
cat__ID_ARTISTA_12397,-0.05796647823657522,0.05702530422439106,-0.04740519400800833,-0.03710094527714892
cat__ID_ARTISTA_12398,0.02579902320112916,-0.00588867475412118,-0.02259391927470665,0.020515658294485418
cat__ID_ARTISTA_12401,-0.2515040369025778,0.04495562571730734,0.09354736592706986,0.32079539671342105
cat__ID_ARTISTA_12402,-0.06241797151951903,-0.027860131681904158,-0.013141435126506182,-0.0876052859411258
cat__ID_ARTISTA_12403,0.06905506909854132,-0.040255929231325906,0.08348138718358743,-0.0010582991995384172
cat__ID_ARTISTA_12408,0.08003358135963337,0.019245523571383608,0.010211987548293743,-0.1622501051387599
cat__ID_ARTISTA_12411,-0.012596154751697588,-0.0995207203062068,0.050431693805811986,0.0937344719512643
cat__ID_ARTISTA_12414,0.009203281820191676,0.00743526888717436,0.0010602889232475712,-0.0681337715138259
cat__ID_ARTISTA_12416,0.02304422258735891,-0.14398797872179944,0.049336557575478765,0.15327671797073833
cat__ID_ARTISTA_12417,-0.004770196225487336,0.07798821045760364,0.015976235379368937,0.19487186590479355
cat__ID_ARTISTA_12419,-0.07992466413319566,0.013953530228562673,0.05719191916617378,-0.028644769787037953
cat__ID_ARTISTA_12420,0.08448621879361604,-0.05731140163888015,0.0013075535302903756,-0.07416359208410765
cat__ID_ARTISTA_12421,0.04709145330295068,0.009122546569631101,-0.062084748751243285,0.15869154894477983
cat__ID_ARTISTA_12426,0.12355755865973309,-0.09876441321176799,0.08128246918081154,-0.019305640079860225
cat__ID_ARTISTA_12429,-0.03607277238166359,0.0439751676032085,0.0037406835329226156,0.2975779619751072
cat__ID_ARTISTA_12430,-0.0019167163585899973,-0.010659660024882701,0.02059966728976104,-0.066011164899565
cat__ID_ARTISTA_12437,-0.1981754075573234,-0.09730048603647538,-0.07700836614352569,0.4686357218946112
cat__ID_ARTISTA_12439,0.061051949709236185,0.035858158020622706,0.03795658612562147,-0.09053252957947865
cat__ID_ARTISTA_12448,0.021817843139442898,0.016559257874866656,-0.005724991296515303,-0.07945701024244907
cat__ID_ARTISTA_12455,0.09437377889665947,0.030718122412769812,-0.0524322769169085,0.19007250432934086
cat__ID_ARTISTA_12456,0.042656431095906,-0.027789497413352703,0.10443107562289607,-0.027962993970891793
cat__ID_ARTISTA_12467,0.007362911735188155,0.07801267700691525,0.016449480974543195,-0.08811282958664468
cat__ID_ARTISTA_12474,0.03706584274965857,-0.06279102989312343,0.04737639990977618,-0.14926145258279108
cat__ID_ARTISTA_12476,-0.07144901129648039,0.021715624958313674,0.017211805849725988,0.06614716161096144
cat__ID_ARTISTA_12478,0.06896788699888548,0.11182187783458153,0.04893492608961983,-0.08367759762965642
cat__ID_ARTISTA_12479,1.9519127666315632,-0.6926819329583279,-0.35551998959879594,-0.16057506891472387
cat__ID_ARTISTA_1248,-0.056861425290927525,0.05417382973812969,-0.022571392596081385,0.044337411663159035
cat__ID_ARTISTA_12482,-0.07036065895184812,-0.061137259712585476,-0.0038664967009249783,0.32736718930153996
cat__ID_ARTISTA_12484,-0.1271055497816622,-0.077735144811503,0.14038402566374864,-0.07343509588958569
cat__ID_ARTISTA_12485,-0.007696095599420843,-0.00825784985780768,0.02415039298405899,0.09738623315875375
cat__ID_ARTISTA_12486,0.09222730700027904,-0.0015285359915882017,-0.01024223985056339,0.23687369010963533
cat__ID_ARTISTA_12487,0.09095911453906316,0.010399026345466774,0.0140567371825155,0.08421113724415805
cat__ID_ARTISTA_12490,-0.03352112477378938,0.017890605319416174,-0.020586762353633697,-0.04679413165664939
cat__ID_ARTISTA_12491,0.02501112603224343,-0.0403012212966946,-0.026286545403489098,0.12227413985080772
cat__ID_ARTISTA_12495,0.028888054136331717,0.022225455222256805,-0.0014926832202554199,-0.06356924860940716
cat__ID_ARTISTA_12498,0.048632009163293896,-0.07909219390840794,-0.012758252118173646,0.046189229395533986
cat__ID_ARTISTA_12499,-0.23539985550840734,-0.030804123808023807,0.008731552475703386,-0.09995429103035297
cat__ID_ARTISTA_1250,-0.057535638247839735,0.05668581501237387,-0.045176096561592945,0.02941096763645881
cat__ID_ARTISTA_12501,2.6601368914324665e-05,-0.0683348620877137,0.02572545464367016,0.06724466953442433
cat__ID_ARTISTA_12503,0.0933452322609359,-0.03693917980792705,0.001016098666441504,-0.12764176840747313
cat__ID_ARTISTA_12506,-0.0035118252862233997,-0.026131583869758373,0.11180458612779301,-0.2232006156030241
cat__ID_ARTISTA_12507,-0.04360614249061072,0.037447632400054366,0.10077088520989497,0.004823390820060365
cat__ID_ARTISTA_12508,-0.031159743925376397,-0.09011597591498004,0.01669444673316404,0.36181785013825535
cat__ID_ARTISTA_12510,-0.0033851909961865262,0.05028821047068862,-0.06493688109153228,0.027310377994659674
cat__ID_ARTISTA_12511,0.0027085626961128144,-0.04375524067211104,0.10148249370802795,-0.11513552483693416
cat__ID_ARTISTA_12513,-0.1990270023800268,0.034621772948388974,-0.028453852311964088,0.27903625939052124
cat__ID_ARTISTA_12515,0.12359151570741665,-0.07261285181193486,0.06780147975896889,-0.08967272348814262
cat__ID_ARTISTA_12516,0.044078173985633115,0.04736793287440824,0.0008125396866320966,0.0007143286354958491
cat__ID_ARTISTA_12517,-0.0592569633500342,0.01497396104801617,0.0026297586895890385,0.4728979062116357
cat__ID_ARTISTA_12518,-0.05840850320967828,-0.07184716141811882,-0.012071009263873412,0.12824349498265913
cat__ID_ARTISTA_12520,0.07130284237368388,-0.028316469419980197,-0.05501184883304182,0.01719842298158442
cat__ID_ARTISTA_12524,0.08119792786778882,0.04940774549185548,-0.04415351498105237,0.07521679919861854
cat__ID_ARTISTA_12525,0.031303302787056175,-0.04126538642986363,-0.030121181282365697,0.13168718559267675
cat__ID_ARTISTA_12526,0.010754418811779073,-0.0017489431998178812,0.03698895204909316,-0.024250280927767206
cat__ID_ARTISTA_12529,-0.0352084553171507,0.07663862589030464,-0.06182176597152335,-0.12537637174799252
cat__ID_ARTISTA_12539,0.02998317498817387,0.08150844283512251,0.0281604230794035,0.25670342854674794
cat__ID_ARTISTA_12542,0.1211359569166443,-0.001834826283912999,-0.013188896718741235,-0.1347666311528621
cat__ID_ARTISTA_12546,-0.04285641167988544,-0.0014179730939919096,-0.03548304473645186,0.12300690821383413
cat__ID_ARTISTA_12549,-0.09017256875564711,-0.013199790017213872,-0.03571941157783841,0.03476287965822644
cat__ID_ARTISTA_12551,0.012719648752850561,-0.04490758992461923,0.06744646991481215,0.01206860944254807
cat__ID_ARTISTA_12553,-0.10636522240221771,-0.025721758451799467,-0.0638804609523586,0.30584658129356473
cat__ID_ARTISTA_12554,-0.2927581051740368,0.13948906328772737,-0.40055801638351346,-0.09683450846878205
cat__ID_ARTISTA_12555,0.1102464100320023,-0.045406280454941744,0.012681560644893716,0.01868006434833963
cat__ID_ARTISTA_12558,0.024173924981248138,-0.0526060561982559,0.017482027282664896,0.007490791913178119
cat__ID_ARTISTA_12559,0.008532951215988483,0.06277070986197701,0.03188628093772386,0.035834753690968446
cat__ID_ARTISTA_12560,0.038964434573689505,-0.005615228790320087,-0.0020410740330598573,0.2935783122871335
cat__ID_ARTISTA_12562,-0.032731751660187616,0.12479909752710647,-0.024434281052683998,-0.06025652164554089
cat__ID_ARTISTA_12564,0.013243023534704378,0.019223666254656484,0.022334145944063806,-0.027899726553932414
cat__ID_ARTISTA_12566,-0.00931085991969102,-0.06603790540118294,0.01866270050523678,-0.11179836596887634
cat__ID_ARTISTA_12578,-0.041582244969725846,0.0795196357985471,-0.029678691258136356,-0.2455052078091428
cat__ID_ARTISTA_12579,-0.033579300061876795,-0.024655961647278065,0.09699209063546552,-0.05981986398446771
cat__ID_ARTISTA_12580,0.04044347766797904,0.018055648470873133,-0.026488342478165963,-0.11783977862815995
cat__ID_ARTISTA_12581,0.009908342082764464,-0.05117847706412032,0.08490634277461397,0.03943084206490642
cat__ID_ARTISTA_12584,-0.2145598939217798,-0.02713724013880998,0.1053701606830203,-0.13612922738698266
cat__ID_ARTISTA_12585,0.06653562517778998,0.29231020791515633,0.02035793296332323,-0.1955759153667506
cat__ID_ARTISTA_12593,-0.03747900489059267,0.05990171694551877,-0.06902831855792786,0.2590358386723913
cat__ID_ARTISTA_12599,-0.05801036583657828,0.06365821170522382,0.0008879007483093097,0.020094533541480095
cat__ID_ARTISTA_1260,-0.058637055050491625,-0.05108973026796009,-0.06081087517001929,0.02882003927123434
cat__ID_ARTISTA_12600,-0.06966398477222277,0.03633656089430077,0.013042827917426298,-0.10500155744615135
cat__ID_ARTISTA_12601,0.02619125107861758,0.059706663625830936,0.053590128070310016,-0.02153599280130344
cat__ID_ARTISTA_12604,-0.045064621831538754,-0.04655588077936908,-0.020603544364475562,0.5280892835614585
cat__ID_ARTISTA_12605,-0.10349445737231097,-0.0285395990449185,-0.002396317946867858,-0.0797790724956467
cat__ID_ARTISTA_12608,0.03637336817303971,-0.03835133779615073,0.013491384281384716,0.09148751612976273
cat__ID_ARTISTA_12613,0.07244607871803897,0.027519447488321594,0.018173471994668084,-0.044037694411101606
cat__ID_ARTISTA_12615,0.034963801571498344,0.08628612512716671,0.01666193635907474,0.027011350983037728
cat__ID_ARTISTA_12624,-0.12088062883701788,0.1301354470664505,-0.8134719544914104,-0.08786769737358008
cat__ID_ARTISTA_12625,-0.05999343147362672,0.07928123387570038,-0.03226292421646768,-0.050181845444350316
cat__ID_ARTISTA_12631,0.04758988446846691,-0.12115082710501969,0.02833871265602202,0.038421427270951304
cat__ID_ARTISTA_12636,-0.7039402710959072,0.1356463866652492,0.1999788407206668,0.027990305588244842
cat__ID_ARTISTA_12637,0.023544283007505468,-0.02135012801702188,0.05118202285987737,-0.18156730454911818
cat__ID_ARTISTA_12640,-0.060645716418583906,0.0305849283716449,0.007095507761976455,0.014607996741743044
cat__ID_ARTISTA_12645,0.057370115614038174,0.002858409365271061,-0.04622613919111736,0.02550205243658051
cat__ID_ARTISTA_12659,-0.059731065937188875,-0.02915106175811291,-0.027928813621458895,-0.060242589732507214
cat__ID_ARTISTA_12663,-0.0050918686136829676,-0.028801913574329072,-0.02956033075380851,-0.018322417577932244
cat__ID_ARTISTA_12669,0.07478948644170644,-0.18247801550899587,-0.0006848815927862688,0.006741817346749915
cat__ID_ARTISTA_12670,0.09457448552070571,-0.07110675665209466,0.00032872004376627956,-0.018862857590932487
cat__ID_ARTISTA_12671,0.08013973120721583,-0.04805877266492839,0.0033093972107922595,0.022341077824940495
cat__ID_ARTISTA_12678,0.048457013358118056,-0.06509052959498413,0.0012731833900950468,0.011786183973782737
cat__ID_ARTISTA_12679,0.09419432317065735,0.12798631514544573,-0.04671629508618705,-0.13677821048343022
cat__ID_ARTISTA_12682,-0.019816340865810463,0.004275642339234062,-0.18880692720708306,-0.08214647496329491
cat__ID_ARTISTA_12685,0.01494627884149962,-0.02579947515851706,-0.05908953445515195,0.11439937017890961
cat__ID_ARTISTA_12686,0.04580775614826176,0.06812242443421676,-0.10735213487704681,-0.046185052667869916
cat__ID_ARTISTA_12688,-0.01884133745577682,-0.0014468161438365868,-0.051023820220903016,0.16255695889174365
cat__ID_ARTISTA_12692,-0.0790693757886085,-0.0066510084579830585,0.07285382728049102,-0.0414205186447592
cat__ID_ARTISTA_12694,0.07043187838104488,-0.047506918956570866,-0.05797709826107928,-0.03642633321254848
cat__ID_ARTISTA_12695,0.20515422288761356,-0.12222162826910943,0.01915866803968071,-0.09234253366354245
cat__ID_ARTISTA_12703,-0.035644685907195495,-0.04420340055823361,-0.026378917314530348,-0.21139012358462733
cat__ID_ARTISTA_12709,-0.10808393487742371,-0.11122341535744416,0.00029280230998791077,-0.08376263311854681
cat__ID_ARTISTA_1271,0.04559671752725518,0.027345373828647154,0.0249384599561317,-0.04370003360457276
cat__ID_ARTISTA_12711,0.11738703489872059,-0.05867907401952117,0.07445806012321622,-0.08209954902858863
cat__ID_ARTISTA_12715,0.17266619124269303,0.2721289744881977,0.11392076587744629,0.016588315263653272
cat__ID_ARTISTA_12717,0.007313685241835561,-0.04994641146243328,-0.011029316880798576,-0.08057949803221039
cat__ID_ARTISTA_12718,-0.49273998832701016,0.11361756419288335,0.16663377701937152,0.10104947614806166
